id,日期,录播来源,录播片段编号,起始时间点,结束时间点,歌名,中文歌名,原曲艺术家,演唱者,演唱状态,语言,备注,参考路灯man,有没有音频,谁切的,有没有第二版本
U00046,2021-08-29,BV1mP4y1p7oV,1,01:42:51.343,01:44:28.906,说谎,,,呜米,半首,普通话,反正单推不就都这样 可恶 又笑场了 明明好好听呜呜呜,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00047,2021-08-29,BV1mP4y1p7oV,1,01:44:56.477,01:46:32.746,梦回还,,,呜米,半首,普通话,好帅呜呜呜呜 但崽崽说没唱上去,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00048,2021-08-29,BV1mP4y1p7oV,1,01:49:45.779,01:52:01.333,母系社会,,,呜米,半首,普通话,进早了 好耶 怒音太帅了！！！！呜米呜呜呜呜,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00049,2021-08-29,BV1mP4y1p7oV,1,01:53:27.734,01:56:29.134,紅蓮の弓矢,红莲之弓矢,,呜米,完整,日语,前面的我不会唱啊——后面的也不会了啊——但后面的伴奏不全,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00050,2021-08-29,BV1mP4y1p7oV,1,01:58:13.956,02:02:23.186,迷迭香,,,呜米,完整,普通话,呜米，性感的无可救药,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00051,2021-09-04,BV1dP4y1a7tG,1,00:36:52.205,00:39:31.695,我还年轻 我还年轻,,,呜米,完整,普通话,道歉回 有点down的呜米 心疼,mukaiiiiii(UID:280043520),TRUE,,TRUE
U00052,2021-09-04,BV1dP4y1a7tG,1,00:43:59.716,00:47:54.752,你走,,,呜米,完整,普通话,,mukaiiiiii(UID:280043520),TRUE,,TRUE
U00053,2021-09-04,BV1dP4y1a7tG,1,00:50:48.871,00:55:55.065,起风了,,,呜米,完整,普通话,起高了…?没有！你们怎么不回答我啊 最后一句不是以爱之名你还愿意吗,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00054,2021-09-04,BV1dP4y1a7tG,1,01:02:36.845,01:06:37.411,残酷な天使のテーゼ,残酷天使的行动纲领,,呜米,完整,日语,,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00055,2021-09-04,BV1dP4y1a7tG,1,01:09:07.376,01:13:01.174,为龙,,,呜米,完整,普通话,,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00056,2021-09-04,BV1dP4y1a7tG,1,01:22:34.256,01:23:47.006,Planet,行星,,呜米,半首,日语,小拉不算拉,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00057,2021-09-04,BV1dP4y1a7tG,1,01:39:21.373,01:44:35.583,桜の花びらたち,樱花的花瓣们,,呜米,完整,日语,温柔wwww,mukaiiiiii(UID:280043520),TRUE,,TRUE
U00058,2021-09-04,BV1dP4y1a7tG,1,01:47:54.008,01:50:03.300,Shocking Party,,,呜米,完整,日语,,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00059,2021-09-04,BV1dP4y1a7tG,1,01:52:16.413,01:53:47.531,おちゃめ机能,天真烂漫机能,,呜米,半首,日语,,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00060,2021-09-04,BV1dP4y1a7tG,1,01:54:31.668,01:56:31.693,Lemon Tree,,,呜米,半首,英语,英文歌 我不够自信 萌混过关,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00061,2021-09-04,BV1dP4y1a7tG,1,01:57:28.435,02:00:27.603,死神,,,呜米,完整,日语,,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00062,2021-09-04,BV1dP4y1a7tG,1,02:01:41.615,02:05:18.792,Believer,,,呜米,完整,英语,英文歌！但！这我可会了！但！萌混过关,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00063,2021-09-04,BV1dP4y1a7tG,1,02:05:56.388,02:07:52.738,加油鸭,,,呜米,完整,普通话,,mukaiiiiii(UID:280043520),TRUE,,FALSE
U00064,2021-09-05,BV1zQ4y1C7MM,1,01:59:20.471,02:03:39.326,小丑的品格,,,"呜米,咩栗",完整,普通话,合唱太好听了 绝了 就是最后崽崽拉了,呜米的课代表(UID:20236274),TRUE,,FALSE
U00065,2021-09-07,BV1Ev411P79k,1,01:21:23.353,01:24:38.865,盛夏光年,,,呜米,半首,普通话,一开始 没找到调233 好低哦,无,TRUE,,FALSE
U00066,2021-09-07,BV1Ev411P79k,1,01:49:19.249,01:53:45.142,弱虫だって,胆小鬼,,"呜米,咩栗",完整,日语,升8key唱 离谱 还有咩咩的和声 更离谱了,无,TRUE,,FALSE
U00067,2021-09-07,BV1Ev411P79k,1,01:55:47.374,02:00:09.238,弱虫だって,胆小鬼,,"呜米,咩栗",完整,日语,首次直播合唱第一首原创曲！,无,TRUE,,FALSE
U00068,2021-09-08,BV1yU4y1P7bQ,1,00:14:25.878,00:18:02.514,小城谣,,,呜米,几乎完整,普通话,以为自己唱错了 实际上没有 还进早了 好耶,枺芙(UID:545133496),TRUE,,FALSE
U00069,2021-09-08,BV1yU4y1P7bQ,1,00:18:56.959,00:22:40.646,Echo,,,呜米,完整,英语,,枺芙(UID:545133496),TRUE,,FALSE
U00070,2021-09-08,BV1yU4y1P7bQ,1,00:36:16.260,00:40:19.833,アストロノーツ,宇航员,,呜米,半首,日语,呜呜呜呜日语念白好喜欢虽然我完全听不懂 节奏不会 所以念的,枺芙(UID:545133496),TRUE,,FALSE
U00071,2021-09-08,BV1yU4y1P7bQ,1,00:46:58.649,00:51:23.174,晴天,,,呜米,几乎完整,普通话,最后唱错了 可恶,枺芙(UID:545133496),TRUE,,TRUE
U00072,2021-09-08,BV1yU4y1P7bQ,1,00:53:42.099,00:55:18.359,时光洪流,,,呜米,半首,普通话,我要翻车啦！说起来程响的歌好多都不许翻唱,枺芙(UID:545133496),TRUE,,FALSE
U00073,2021-09-08,BV1yU4y1P7bQ,1,00:56:47.355,01:01:04.705,好想爱这个世界啊,,,呜米,完整,普通话,绝了,枺芙(UID:545133496),TRUE,,TRUE
U00074,2021-09-08,BV1yU4y1P7bQ,1,01:04:12.929,01:07:32.563,十年,,,呜米,完整,普通话,难免沦为~DD~才明白我的单推~是多么可笑~,枺芙(UID:545133496),TRUE,,FALSE
U00075,2021-09-08,BV1yU4y1P7bQ,1,01:13:24.859,01:14:48.846,Hatena,自省,,呜米,半首,日语,直播学唱 可可爱爱,枺芙(UID:545133496),TRUE,,FALSE
U00076,2021-09-08,BV1yU4y1P7bQ,1,01:17:42.197,01:19:40.581,彩虹,,,呜米,半首,普通话,完全不会但是努力唱下来的呜米suki,枺芙(UID:545133496),TRUE,,FALSE
U00077,2021-09-08,BV1yU4y1P7bQ,1,01:21:06.626,01:22:31.744,愛言葉,爱言叶,,呜米,半首,日语,还是不太会唱 但可爱,枺芙(UID:545133496),TRUE,,FALSE
U00078,2021-09-08,BV1yU4y1P7bQ,1,01:23:47.557,01:26:37.756,消愁,,,呜米,完整,普通话,希望大家都可以快快乐乐的,枺芙(UID:545133496),TRUE,,FALSE
U00079,2021-09-08,BV1yU4y1P7bQ,1,01:28:36.419,01:29:29.602,ドリームレス·ドリームス,无梦之梦,,呜米,几句,日语,这首歌太火了 所以没学,枺芙(UID:545133496),TRUE,,FALSE
U00080,2021-09-08,BV1yU4y1P7bQ,1,01:30:01.841,01:31:22.673,One Last Kiss,,,呜米,几句,日语,直播学歌 不太会oh,枺芙(UID:545133496),TRUE,,FALSE
U00081,2021-09-08,BV1yU4y1P7bQ,1,01:32:04.744,01:36:07.556,黑色幽默,,,呜米,强行完整,普通话,这歌我肯定会！然后进早 这歌怎么是这么唱的 没想过有一天会跟原唱唱急眼,枺芙(UID:545133496),TRUE,,FALSE
U00082,2021-09-08,BV1yU4y1P7bQ,1,01:37:49.163,01:38:33.637,喜帖街,,,呜米,几句,粤语,怎么没有音译！想了想 要脸 不唱了,枺芙(UID:545133496),TRUE,,FALSE
U00083,2021-09-08,BV1yU4y1P7bQ,1,01:40:16.783,01:42:10.155,喜帖街,,,呜米,半首,粤语,不可以笑我！笑我就翻脸,枺芙(UID:545133496),TRUE,,FALSE
U00084,2021-09-08,BV1yU4y1P7bQ,1,01:42:47.990,01:47:18.142,一路向北,,,呜米,完整,普通话,,枺芙(UID:545133496),TRUE,,FALSE
U00085,2021-09-08,BV1yU4y1P7bQ,1,01:49:49.816,01:52:31.556,出山,,,呜米,半首,普通话,一个人没办法唱戏腔的pa——,枺芙(UID:545133496),TRUE,,FALSE
U00086,2021-09-08,BV1yU4y1P7bQ,1,01:53:55.745,01:55:00.094,药引,,,呜米,半首,普通话,直播学歌,枺芙(UID:545133496),TRUE,,FALSE
U00087,2021-09-08,BV1yU4y1P7bQ,1,01:55:56.258,01:56:51.571,人间不值得,,,呜米,半首,普通话,试图唱假声 失败（,枺芙(UID:545133496),TRUE,,FALSE
U00088,2021-09-08,BV1yU4y1P7bQ,1,01:57:22.220,02:02:22.510,山海,,,呜米,完整,普通话,太帅了 杀我 救命,枺芙(UID:545133496),TRUE,,TRUE
U00089,2021-09-08,BV1yU4y1P7bQ,1,02:03:54.064,02:05:50.187,加油鸭,,,呜米,完整,普通话,一起加油鸭,枺芙(UID:545133496),TRUE,,FALSE
U00090,2021-09-08,BV1yU4y1P7bQ,1,02:07:38.315,02:08:47.084,老子明天不上班,,,呜米,完整,普通话,周三下播前开心到rap草,枺芙(UID:545133496),TRUE,,FALSE
U00091,2021-09-11,BV1mq4y1N7md,1,02:08:45.652,02:12:56.566,妄想感傷代償連盟,妄想感伤代偿联盟,,呜米,完整,日语,被恐怖游戏吓到晕3D的可可爱爱呜米 心疼,枺芙(UID:545133496),TRUE,,TRUE
U00092,2021-09-11,BV1mq4y1N7md,1,02:13:12.666,02:17:17.176,奇妙能力歌,,,呜米,完整,普通话,代替城南花已开的晚安曲,枺芙(UID:545133496),TRUE,,TRUE
U00093,2021-09-14,BV16L411t7ka,1,00:14:56.044,00:19:06.547,START:DASH!!,,,呜米,完整,日语,,枺芙(UID:545133496),TRUE,,FALSE
U00094,2021-09-14,BV16L411t7ka,1,00:25:16.804,00:26:34.147,一人我饮酒醉,,,呜米,半首,普通话,就 好 这 口,枺芙(UID:545133496),TRUE,,FALSE
U00095,2021-09-14,BV16L411t7ka,1,00:42:16.494,00:43:03.898,宝贝,,,呜米,完整,普通话,尤克里里弹唱 给咩咩的情歌 太甜了呜呜呜呜呜呜呜呜救命,枺芙(UID:545133496),TRUE,,FALSE
U00096,2021-09-14,BV16L411t7ka,1,00:49:37.224,00:49:49.087,老司机带带我,,,呜米,几句,普通话,卡祖笛演奏,枺芙(UID:545133496),TRUE,,FALSE
U00097,2021-09-14,BV16L411t7ka,1,00:51:11.881,00:53:58.489,你走,,,呜米,半首,普通话,尤克里里弹唱 不太会弹 但可爱,枺芙(UID:545133496),TRUE,,FALSE
U00098,2021-09-14,BV16L411t7ka,1,00:57:42.406,00:58:09.296,小星星,,,呜米,半首,普通话,尤克里里弹唱 太简单了 不想学,枺芙(UID:545133496),TRUE,,FALSE
U00099,2021-09-14,BV16L411t7ka,1,00:59:02.445,01:01:13.106,稻香,,,呜米,半首,普通话,尤克里里弹唱,枺芙(UID:545133496),TRUE,,FALSE
U00100,2021-09-14,BV16L411t7ka,1,01:04:01.876,01:04:40.970,惊雷（抒情版）,,,呜米,几句,普通话,尤克里里弹唱 惊雷 用尤克里里弹 也会变成一首 亚萨西的歌,枺芙(UID:545133496),TRUE,,FALSE
U00101,2021-09-14,BV16L411t7ka,1,01:17:35.959,01:22:12.837,新贵妃醉酒,,,呜米,主歌,普通话,为了让小米星可以和呜米合唱 呜米付出了太多,枺芙(UID:545133496),TRUE,,FALSE
U00102,2021-09-14,BV16L411t7ka,1,01:27:22.537,01:27:54.703,左手指月,,,呜米,几句,普通话,升8个key 麻了,枺芙(UID:545133496),TRUE,,FALSE
U00103,2021-09-14,BV16L411t7ka,1,01:34:49.516,01:37:03.509,One Last Kiss,,,呜米,半首,日语,虽然完全不会唱 但还是在ohohoh的呜米,枺芙(UID:545133496),TRUE,,FALSE
U00104,2021-09-14,BV16L411t7ka,1,01:46:11.618,01:50:33.632,斑马，斑马,,,呜米,完整,普通话,尤克里里弹唱 亚萨西,枺芙(UID:545133496),TRUE,,FALSE
U00105,2021-09-14,BV16L411t7ka,1,01:54:05.886,01:55:54.305,火红的萨日朗,,,呜米,半首,普通话,完全不会唱主歌 但编出来了一个 一定是原唱唱错了,枺芙(UID:545133496),TRUE,,FALSE
U00106,2021-09-14,BV16L411t7ka,1,01:58:56.561,01:59:59.263,二泉映月,,,呜米,半首,普通话,口哨 绝了,枺芙(UID:545133496),TRUE,,FALSE
U00107,2021-09-14,BV16L411t7ka,1,02:01:37.647,02:05:40.883,余香,,,呜米,完整,普通话,,枺芙(UID:545133496),TRUE,,FALSE
U00108,2021-09-15,BV1FU4y1A79K,1,01:22:46.415,01:24:26.659,下雨天,,,呜米,半首,普通话,崽崽尤克里里和咩咩键盘合奏！绝了！太浪漫了,枺芙(UID:545133496),TRUE,,FALSE
U00109,2021-09-15,BV1FU4y1A79K,1,01:25:14.055,01:26:51.260,欧若拉,,,呜米,完整,普通话,崽崽尤克里里和咩咩键盘合奏！这个也绝了！而且咩咩还没有谱子 太强了,枺芙(UID:545133496),TRUE,,FALSE
U00110,2021-09-19,BV1Lg411c7Ki,1,01:12:20.607,01:16:01.594,うみたがり,渴望诞生,,呜米,完整,日语,第一首歌 背景也是第一次歌回用的 是我们的出道曲 未来也要闪耀啊,枺芙(UID:545133496),TRUE,,FALSE
U00111,2021-09-19,BV1Lg411c7Ki,1,01:20:44.304,01:21:31.158,江南皮革厂倒闭了,,,呜米,完整,普通话,,枺芙(UID:545133496),TRUE,,FALSE
U00112,2021-09-19,BV1Lg411c7Ki,1,02:10:51.870,02:13:55.852,勾指起誓,,,呜米,完整,普通话,嗓子有点哑 先唱点其他的歌,枺芙(UID:545133496),TRUE,,FALSE
U00113,2021-09-19,BV1Lg411c7Ki,1,02:15:32.533,02:19:55.097,私、アイドル宣言,我的偶像宣言,,呜米,完整,日语,感觉 比首播的时候 唱的好一点了 有进步就是好事啊,枺芙(UID:545133496),TRUE,,FALSE
U00114,2021-09-19,BV1Lg411c7Ki,1,02:22:53.032,02:26:16.331,光,,,呜米,完整,普通话,希望大家都可以成为自己的那一束光,枺芙(UID:545133496),TRUE,,FALSE
U00115,2021-09-19,BV1Lg411c7Ki,1,02:27:19.633,02:32:14.959,ありがとう,谢谢,,呜米,完整,日语,歌词很适合我 也很适合你们,枺芙(UID:545133496),TRUE,,TRUE
U00116,2021-09-21,BV1HR4y1p7oq,1,01:13:33.600,01:18:42.621,我好想你,,,呜米,完整,普通话,快说你好想我,枺芙(UID:545133496),TRUE,,FALSE
U00117,2021-09-22,BV1AQ4y1678v,1,02:02:15.362,02:05:57.486,稻香,,,呜米,完整,普通话,感谢星子哥的咬人花束,枺芙(UID:545133496),TRUE,,FALSE
U00118,2021-09-24,BV1A34y1D7si,1,00:16:22.021,00:20:41.108,你曾是少年,,,呜米,完整,普通话,,枺芙(UID:545133496),TRUE,,FALSE
U00119,2021-09-24,BV1A34y1D7si,1,00:27:54.497,00:30:08.753,杀手修炼手册,,,呜米,完整,普通话,帅 帅麻了 呜米能不能对我hlcsacashfldshlsacela 呜米还用了压缩的音效！（感觉是）,枺芙(UID:545133496),TRUE,,FALSE
U00120,2021-09-24,BV1A34y1D7si,1,00:39:34.541,00:41:24.769,偏爱,,,呜米,半首,普通话,DJ版的伴奏 不太对劲,枺芙(UID:545133496),TRUE,,FALSE
U00121,2021-09-24,BV1A34y1D7si,1,00:53:22.736,00:54:57.850,潇洒走一回,,,呜米,半首,普通话,,枺芙(UID:545133496),TRUE,,FALSE
U00122,2021-09-24,BV1A34y1D7si,1,00:54:59.963,01:00:14.958,阿刁,,,呜米,完整,普通话,很久没唱 不知道能不能唱上去 实际上 不仅唱上去了 而且帅死我了 让我死,枺芙(UID:545133496),TRUE,,FALSE
U00123,2021-09-24,BV1A34y1D7si,1,01:04:11.984,01:05:48.236,三天三夜,,,呜米,半首,普通话,咩啊栗嘶喊的那个三天三夜 呜米也嘶喊了,枺芙(UID:545133496),TRUE,,FALSE
U00124,2021-09-24,BV1A34y1D7si,1,01:06:45.207,01:09:28.738,午夜の待ち合わせ,在午夜等候,,呜米,完整,日语,,枺芙(UID:545133496),TRUE,,FALSE
U00125,2021-09-24,BV1A34y1D7si,1,01:09:32.662,01:12:17.028,平行線,平行线,,呜米,半首,日语,,枺芙(UID:545133496),TRUE,,FALSE
U00126,2021-09-24,BV1A34y1D7si,1,01:13:44.029,01:16:48.860,啷了哩个啷,,,呜米,完整,普通话,有点烧 我有点燃起来了 喜欢这种慵懒的感觉,枺芙(UID:545133496),TRUE,,FALSE
U00127,2021-09-24,BV1A34y1D7si,1,01:19:26.320,01:22:26.415,本草纲目,,,呜米,完整,普通话,小僵尸们准备蹲了！,枺芙(UID:545133496),TRUE,,FALSE
U00128,2021-09-24,BV1A34y1D7si,1,01:23:00.203,01:24:14.600,うっせぇわ,吵死了,,呜米,半首,日语,Giga的版本 喜欢,枺芙(UID:545133496),TRUE,,FALSE
U00129,2021-09-24,BV1A34y1D7si,1,01:24:14.600,01:25:30.446,うっせぇわ,吵死了,,呜米,半首,日语,对不起 还是唱正常的吧,枺芙(UID:545133496),TRUE,,FALSE
U00130,2021-09-24,BV1A34y1D7si,1,01:25:42.541,01:28:45.074,我在人民广场吃炸鸡,,,呜米,完整,普通话,这个版本有英文哈哈哈哈哈哈哈哈哈,枺芙(UID:545133496),TRUE,,FALSE
U00131,2021-09-24,BV1A34y1D7si,1,01:30:29.904,01:33:04.149,扉をあけて,敞开心扉,,呜米,完整,日语,我竟然知道是百变小樱的 我好像会一点 怼玉米后面不会了（,枺芙(UID:545133496),TRUE,,FALSE
U00132,2021-09-24,BV1A34y1D7si,1,01:33:28.479,01:38:19.858,不能说的秘密,,,呜米,完整,普通话,跟听过这首歌的人道个歉！但我还是觉得周董唱错了,枺芙(UID:545133496),TRUE,,FALSE
U00133,2021-09-24,BV1A34y1D7si,1,01:40:45.815,01:43:29.845,虫儿飞,,,呜米,完整,普通话,我唱儿歌从来不跑调 伴奏的错 但还是进早（,枺芙(UID:545133496),TRUE,,FALSE
U00134,2021-09-24,BV1A34y1D7si,1,01:45:30.949,01:49:39.937,迷迭香,,,呜米,完整,普通话,我认为所有人都应该听一下呜米的这个迷迭香 我已经浑身酥酥麻麻了 太烧了 我燃起来了救命 这个气泡音 让我死吧 呜米呜米我的呜米 呜米太会了救救 呜呜呜呜呜呜呜呜呜 你慵懒的扭动着腰 我受不了,枺芙(UID:545133496),TRUE,,FALSE
U00135,2021-09-24,BV1A34y1D7si,1,01:53:12.557,01:54:38.711,风情万种,,,呜米,半首,普通话,被人点了一年这首歌 今天终于会了,枺芙(UID:545133496),TRUE,,FALSE
U00136,2021-09-24,BV1A34y1D7si,1,01:55:10.458,01:58:36.723,发如雪,,,呜米,完整,普通话,乱唱 就会转出来转音,枺芙(UID:545133496),TRUE,,FALSE
U00137,2021-09-24,BV1A34y1D7si,1,02:00:32.180,02:03:50.976,说书人,,,呜米,完整,普通话,升5个key会不会唱不上去啊！喊DD环节！单推！,枺芙(UID:545133496),TRUE,,FALSE
U00138,2021-09-25,BV1nM4y137hB,1,01:24:17.346,01:26:20.456,我是一条小青龙,,,呜米,完整,普通话,只会唱儿歌怎么了！还混杂了日语 顺便生日快乐,无,TRUE,,FALSE
U00139,2021-09-29,BV1C34y1D7ac,1,01:33:45.349,01:35:40.354,加油鸭,,,呜米,完整,普通话,,无,TRUE,,FALSE
U00140,2021-09-29,BV1C34y1D7ac,1,02:09:09.085,02:10:12.886,说散就散,,,呜米,半首,普通话,哈哈哈哈哈哈哈哈说不上爱别打嗝就一点拌面哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,无,TRUE,,FALSE
U00141,2021-09-29,BV1C34y1D7ac,1,02:10:28.843,02:13:32.208,说散就散,,,呜米,半首,普通话,试图绷住 但完全绷不住哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,无,TRUE,,FALSE
U00142,2021-09-29,BV1C34y1D7ac,1,02:16:21.448,02:20:20.814,说散就散,,,呜米,完整,普通话,温柔 suki 联系上下文 泪目了 心疼,无,TRUE,,FALSE
U00143,2021-10-01,BV1uq4y1Z7ym,1,00:37:06.953,00:40:20.268,小星星,,,呜米,完整,普通话,有点伤感的歌,枺芙(UID:545133496),TRUE,,FALSE
U00144,2021-10-01,BV1uq4y1Z7ym,1,00:43:00.501,00:46:23.679,精忠报国,,,呜米,完整,普通话,国庆的歌,枺芙(UID:545133496),TRUE,,FALSE
U00145,2021-10-01,BV1uq4y1Z7ym,1,00:48:00.405,00:51:49.841,典狱司,,,呜米,完整,普通话,如果不能唱也要强行唱的呜米 直播标题：不是呜半首 有戏腔！虽然拉了 但可爱,枺芙(UID:545133496),TRUE,,FALSE
U00146,2021-10-01,BV1uq4y1Z7ym,1,00:54:56.817,00:57:59.715,打错了,,,呜米,完整,普通话,改成 D错了 好,枺芙(UID:545133496),TRUE,,FALSE
U00147,2021-10-01,BV1uq4y1Z7ym,1,00:58:24.120,01:03:43.321,烟火里的尘埃,,,呜米,完整,普通话,今天的歌一定都能唱完的 呜米你可以的！,枺芙(UID:545133496),TRUE,,TRUE
U00148,2021-10-01,BV1uq4y1Z7ym,1,01:07:00.195,01:10:31.056,借,,,呜米,完整,普通话,借我一块钱给大家抽奖 巨款,枺芙(UID:545133496),TRUE,,FALSE
U00149,2021-10-01,BV1uq4y1Z7ym,1,01:11:06.623,01:16:03.917,One more time one more chance,,,呜米,完整,日语,虽然我不太会 但也要唱完 有人说国庆唱日语歌不太好就离谱 血压上来了,枺芙(UID:545133496),TRUE,,FALSE
U00150,2021-10-01,BV1uq4y1Z7ym,1,01:17:11.289,01:21:36.078,孤独患者,,,呜米,完整,普通话,说什么都不去袅袅 “什么”,枺芙(UID:545133496),TRUE,,FALSE
U00151,2021-10-01,BV1uq4y1Z7ym,1,01:25:58.878,01:30:46.252,世末歌者,,,呜米,完整,普通话,你取关我 就是你的世界末日 这么高的吗（经典降key高八度）,枺芙(UID:545133496),TRUE,,FALSE
U00152,2021-10-01,BV1uq4y1Z7ym,1,01:32:51.720,01:34:02.967,小羊,,,呜米,半首,普通话,唱跟咩咩相遇的那首歌 咩咩一个枕头把播放砸停了 你怎么这么多抱枕,枺芙(UID:545133496),TRUE,,FALSE
U00153,2021-10-01,BV1uq4y1Z7ym,1,01:35:31.614,01:38:42.466,星辰大海,,,呜米,完整,普通话,,枺芙(UID:545133496),TRUE,,FALSE
U00154,2021-10-01,BV1uq4y1Z7ym,1,01:41:53.917,01:45:07.142,错位时空,,,呜米,完整,普通话,,枺芙(UID:545133496),TRUE,,FALSE
U00155,2021-10-01,BV1uq4y1Z7ym,1,01:52:34.546,01:52:53.798,我会自己上厕所,,,呜米,几句,普通话,清唱 可爱,枺芙(UID:545133496),TRUE,,FALSE
U00156,2021-10-01,BV1uq4y1Z7ym,1,01:55:54.973,01:56:20.920,深夜诗人,,,呜米,几句,普通话,清唱 可爱,枺芙(UID:545133496),TRUE,,FALSE
U00157,2021-10-01,BV1uq4y1Z7ym,1,01:57:21.016,01:57:42.381,稻香,,,呜米,几句,普通话,清唱 可爱,枺芙(UID:545133496),TRUE,,FALSE
U00158,2021-10-01,BV1uq4y1Z7ym,1,01:58:19.586,01:58:43.810,カタオモイ,单相思,,呜米,几句,日语,清唱 可爱,枺芙(UID:545133496),TRUE,,FALSE
U00159,2021-10-03,BV1Jb4y1a7qU,1,00:58:18.759,00:59:15.438,帮主夫人,,,呜米哥哥,半首,普通话,老公！！！！我老公的帮主夫人 我燃起来了 哥哥太性感了,枺芙(UID:545133496),TRUE,,FALSE
U00160,2021-10-03,BV1Jb4y1a7qU,1,01:06:02.948,01:07:20.018,稻香,,,呜米哥哥,半首,普通话,对开了变声器唱歌的自己没问题而感到很惊讶的哥哥 斯哈,枺芙(UID:545133496),TRUE,,FALSE
U00161,2021-10-03,BV1Jb4y1a7qU,1,01:07:47.630,01:09:44.772,一路向北,,,呜米哥哥,半首,普通话,还是对大家听不出来变声器的问题而感到惊讶的哥哥 斯哈 太性感了 斯哈 老公,枺芙(UID:545133496),TRUE,,FALSE
U00162,2021-10-03,BV1Jb4y1a7qU,1,01:11:52.715,01:12:52.561,カタオモイ,单相思,,呜米哥哥,半首,日语,清唱 哥哥 可爱,枺芙(UID:545133496),TRUE,,FALSE
U00163,2021-10-03,BV1Jb4y1a7qU,1,01:46:23.376,01:50:15.726,砂の惑星,砂之行星,,呜米哥哥,完整,日语,不太会 所以可能会乱唱 并且把不记得歌词的锅丢给哥哥 可恶,枺芙(UID:545133496),TRUE,,FALSE
U00164,2021-10-03,BV1Jb4y1a7qU,1,01:50:36.899,01:55:56.094,杀死那个石家庄人,,,呜米哥哥,完整,普通话,一如既往的帅啊 感情拉满,枺芙(UID:545133496),TRUE,,FALSE
U00165,2021-10-05,BV1t34y1U7yj,1,00:26:21.489,00:29:16.035,Yellow,,,呜米,完整,日语,黄色 oh 黄色,枺芙(UID:545133496),TRUE,,FALSE
U00166,2021-10-05,BV1t34y1U7yj,1,00:52:59.683,00:56:46.739,青花瓷,,,呜米,完整,普通话,,枺芙(UID:545133496),TRUE,,FALSE
U00167,2021-10-05,BV1t34y1U7yj,1,00:58:38.307,01:00:29.011,路边的野花不要采,,,呜米,完整,普通话,家中红旗不倒 草,枺芙(UID:545133496),TRUE,,FALSE
U00168,2021-10-05,BV1t34y1U7yj,1,01:00:29.011,01:03:46.562,女人是老虎,,,呜米,完整,普通话,小单推吓得赶快跑 呜米哪来这么多吊歌,枺芙(UID:545133496),TRUE,,FALSE
U00169,2021-10-05,BV1t34y1U7yj,1,01:13:19.883,01:17:30.404,我只在乎你,,,呜米,完整,普通话,别人唱的都很温婉 不知道我唱的怎么样 电台音 太有老歌的感觉了 我好了,枺芙(UID:545133496),TRUE,,FALSE
U00170,2021-10-05,BV1t34y1U7yj,1,01:20:22.319,01:22:15.658,数鸭子,,,呜米,半首,普通话,留声机效果唱 离大谱 但还挺有感觉的 草 还卡了 有磁带的感觉了,枺芙(UID:545133496),TRUE,,FALSE
