id,日期,录播来源,录播片段编号,起始时间点,结束时间点,歌名,中文歌名,原曲艺术家,演唱者,演唱状态,语言,备注,参考路灯man,有没有音频,谁切的,有没有第二版本
U03737,2022-07-31,BV1xY4y1P7ws,1,01:17:33.000,01:21:09.000,弱虫だって,胆小鬼,,咩栗,完整,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03738,2022-07-31,BV1xY4y1P7ws,1,01:24:43.000,01:29:25.200,暁の車,晓之车,,咩栗,尽力完整,日语,看出来了是真不会,,TRUE,温梦未醒(UID:1575399407),FALSE
U03739,2022-07-31,BV1xY4y1P7ws,1,01:32:24.000,01:36:31.000,小さな恋のうた,小小恋歌,,咩栗,完整,日语,,,TRUE,,FALSE
U03740,2022-07-31,BV1xY4y1P7ws,1,01:38:01.000,01:43:39.000,緋色月下、狂咲ノ絶,,,咩栗,完整,日语,,,TRUE,,FALSE
U03741,2022-07-31,BV1xY4y1P7ws,1,01:52:25.000,01:56:20.000,金魚花火,金鱼花火,,咩栗,完整,日语,,,TRUE,,FALSE
U03742,2022-07-31,BV1xY4y1P7ws,1,01:59:10.000,02:03:39.000,惘然记,,,咩栗,完整,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03743,2022-07-31,BV1Tr4y157Jd,1,01:07:29.500,01:10:49.000,太陽系デスコ,太阳系disco,,呜米,完整,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03744,2022-08-02,BV15r4y157qw,1,00:02:24.000,00:03:01.000,听起来很浪漫的事,,,咩栗,几句,羊文,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03745,2022-08-02,BV15r4y157qw,1,00:29:54.500,00:30:54.000,明天会更好,,,咩栗,几句,普通话,我的明天不会好了！！！,,TRUE,温梦未醒(UID:1575399407),FALSE
U03746,2022-08-02,BV15r4y157qw,1,00:32:35.000,00:33:28.000,明天会更好,,,咩栗,几句,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03747,2022-08-02,BV15r4y157qw,1,00:34:25.000,00:34:38.000,明天会更好,,,咩栗,几句,普通话,三段连半首都拼不出！,,TRUE,温梦未醒(UID:1575399407),FALSE
U03748,2022-08-02,BV15r4y157qw,1,00:35:45.000,00:36:08.000,等不到,,,咩栗,一句,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03749,2022-08-02,BV15r4y157qw,1,00:38:21.000,00:38:53.000,化身孤岛的鲸,,,咩栗,几句,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03750,2022-08-02,BV1aF411A7Y1,1,00:01:48.000,00:02:36.500,For フルーツバスケット/For Fruits Basket,,,咩栗,几句,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03751,2022-08-02,BV1aF411A7Y1,1,00:05:54.000,00:09:36.000,For フルーツバスケット/For Fruits Basket,,,咩栗,完整,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03752,2022-08-02,BV1aF411A7Y1,1,00:13:45.000,00:17:12.000,红玫瑰,,,咩栗,完整,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03753,2022-08-02,BV1aF411A7Y1,1,00:22:40.000,00:25:00.000,ヒビカゼ,让其响彻,,咩栗,半首,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03754,2022-08-02,BV1aF411A7Y1,1,00:27:13.000,00:28:07.000,橙子汽水,,,咩栗,几句,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03755,2022-08-02,BV1aF411A7Y1,1,00:29:14.500,00:32:46.000,我的悲伤是水做的,,,咩栗,完整,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03756,2022-08-02,BV1aF411A7Y1,1,00:36:41.000,00:39:45.000,美人计,,,咩栗,完整,普通话,低音版好sao哦,,TRUE,温梦未醒(UID:1575399407),FALSE
U03757,2022-08-02,BV1aF411A7Y1,1,00:45:11.000,00:50:14.500,君だったら,如果是你,,咩栗,完整,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03758,2022-08-02,BV1aF411A7Y1,1,00:52:09.000,00:55:58.000,云烟成雨,,,咩栗,完整,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03759,2022-08-02,BV1aF411A7Y1,1,00:58:20.000,01:02:36.000,メリーメリー/Merry Merry,,,咩栗,完整,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03760,2022-08-02,BV1aF411A7Y1,1,01:05:12.000,01:06:53.000,神のまにまに,神的随波逐流,,咩栗,半首,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03761,2022-08-02,BV1aF411A7Y1,1,01:07:49.000,01:12:42.000,世末歌者,,,咩栗,完整,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03762,2022-08-02,BV1aF411A7Y1,1,01:14:00.000,01:15:06.000,洛天依投食歌,,,咩栗,半首,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03763,2022-08-02,BV1aF411A7Y1,1,01:16:27.000,01:18:10.000,镜面の波,镜面之波,,咩栗,半首,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03764,2022-08-02,BV1aF411A7Y1,1,01:19:24.000,01:22:32.000,Fly Me to the Star,,,咩栗,完整,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03765,2022-08-02,BV1aF411A7Y1,1,01:23:42.000,01:26:14.000,Fly Me to the Moon,,,咩栗,完整,英语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03766,2022-08-02,BV1aF411A7Y1,1,01:28:19.000,01:32:31.000,Butter-Fly,,,咩栗,完整,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03767,2022-08-02,BV1aF411A7Y1,1,01:34:11.000,01:38:40.500,引路的风筝,,,咩栗,完整,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03768,2022-08-02,BV1xG4y1v7Ac,1,00:36:52.000,00:37:19.500,那年·年少,,,呜米,几句,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03769,2022-08-02,BV1xG4y1v7Ac,1,01:22:45.500,01:23:07.000,烂泥,,,呜米,几句,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03770,2022-08-03,BV1Va411K7ac,1,01:46:08.000,01:51:04.000,さくら~あなたに出会えてよかった~,樱花樱花，想见你,,咩栗,完整,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03771,2022-08-03,BV1Va411K7ac,1,01:55:51.000,01:59:45.000,ふわふわロンド,轻飘飘圆舞曲,,咩栗,完整,日语,听后半首请做好心理准备，夹不住了,,TRUE,温梦未醒(UID:1575399407),FALSE
U03772,2022-08-03,BV1Va411K7ac,1,02:06:52.000,02:10:31.000,金色野原,,,咩栗,完整,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03773,2022-08-05,BV1mY4y1w7LV,1,00:14:05.000,00:14:49.500,Cutie Panther,,,"呜米,咩栗",一段,日语,被窝回的歌~,,TRUE,温梦未醒(UID:1575399407),FALSE
U03774,2022-08-05,BV1mY4y1w7LV,1,00:16:49.000,00:17:19.000,牛马disco,,,"呜米,咩栗",几句,普通话,被窝回的歌~,,TRUE,温梦未醒(UID:1575399407),FALSE
U03775,2022-08-05,BV1mY4y1w7LV,1,00:35:38.000,00:36:05.000,君の彼女,,,"呜米,咩栗",几句,日语,被窝回的歌~,,TRUE,温梦未醒(UID:1575399407),FALSE
U03776,2022-08-05,BV1GW4y1a7EK,1,00:47:17.000,00:48:33.500,相思,,,呜米,半首,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03777,2022-08-05,BV1GW4y1a7EK,1,00:49:01.500,00:52:40.000,うみたがり,渴望诞生,,呜米,完整,日语,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03778,2022-08-05,BV1GW4y1a7EK,1,02:02:42.600,02:02:49.000,记事本,,,呜米,一句,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03779,2022-08-05,BV1GW4y1a7EK,1,02:04:31.000,02:05:04.000,牛马disco,,,呜米,几句,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03780,2020-10-23,BV11a411A7Sk,1,00:01:09.200,00:03:50.000,骄兵,,,咩栗,基本完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03781,2020-10-23,BV11a411A7Sk,1,00:04:22.000,00:07:26.500,骄兵,,,咩栗,勉强完整,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03782,2020-10-23,BV11a411A7Sk,1,00:08:14.000,00:10:18.000,骄兵,,,咩栗,半首,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03783,2020-10-23,BV11a411A7Sk,1,00:10:47.000,00:12:40.000,骄兵,,,咩栗,半首,普通话,,,TRUE,温梦未醒(UID:1575399407),FALSE
U03784,2020-10-23,BV11a411A7Sk,1,00:13:10.000,00:13:29.000,骄兵,,,咩栗,几句,普通话,清唱suki,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03785,2020-10-23,BV11a411A7Sk,1,00:14:32.000,00:15:33.500,Rain,,,咩栗,一段,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03786,2020-10-23,BV11a411A7Sk,1,00:18:00.000,00:21:35.000,風になる,幻化成风,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03787,2020-10-23,BV11a411A7Sk,1,00:22:45.000,00:24:40.000,Friend,,,咩栗,半首,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03788,2020-10-23,BV11a411A7Sk,1,00:28:23.000,00:30:04.000,オレンジ/Orange,,"トーマ,初音ミク",咩栗,半首,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03789,2020-10-23,BV11a411A7Sk,1,00:30:56.000,00:32:32.000,恋距離遠愛,恋距离远爱,,咩栗,半首,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03790,2020-10-23,BV11a411A7Sk,1,00:32:56.000,00:34:42.000,夜に駆ける,向夜晚奔去,,咩栗,半首,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03791,2020-10-23,BV11a411A7Sk,1,00:38:59.000,00:41:39.000,小宝贝,,,咩栗,完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03792,2020-10-23,BV11a411A7Sk,1,00:42:21.000,00:44:08.000,外婆桥,,,咩栗,半首,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03793,2020-10-23,BV11a411A7Sk,1,00:44:44.000,00:47:01.000,フリージア,希望之花,,咩栗,半首,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03794,2020-10-23,BV11a411A7Sk,1,00:48:31.000,00:49:00.000,Rage of Dust,,,咩栗,几句,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03795,2020-10-23,BV11a411A7Sk,1,00:49:20.500,00:51:02.000,清く正しくカブタック,清纯正直的卡布达,,咩栗,几句,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03796,2020-10-23,BV11a411A7Sk,1,00:52:04.500,00:53:28.000,Butter-Fly,,,咩栗,半首,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03797,2020-10-23,BV11a411A7Sk,1,00:55:29.000,00:56:35.000,リンゴの唄,,,咩栗,一段,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03798,2020-10-23,BV11a411A7Sk,1,00:57:58.500,00:58:36.000,願い～あの頃のキミへ～,,,咩栗,几句,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03799,2020-10-23,BV11a411A7Sk,1,00:59:53.000,01:02:22.000,蓝色眼睛,,,咩栗,半首,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03800,2020-10-24,BV1Tr4y1w7cR,1,00:01:20.000,00:01:39.000,831143,,,咩栗,几句,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03801,2020-10-24,BV1Tr4y1w7cR,1,00:12:51.000,00:15:33.000,GLIDE,,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03802,2020-10-24,BV1Tr4y1w7cR,1,00:20:15.000,00:24:40.000,私、アイドル宣言,我的偶像宣言,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03803,2020-10-24,BV1Tr4y1w7cR,1,00:33:56.000,00:36:25.000,一点不想你,,,咩栗,完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03804,2020-10-24,BV1Tr4y1w7cR,1,00:37:38.000,00:40:49.000,Bad Guy,,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03805,2020-10-24,BV1Tr4y1w7cR,1,00:42:47.000,00:45:47.500,薄ら氷心中,薄冰殉情,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03806,2020-10-24,BV1Tr4y1w7cR,1,00:49:35.000,00:53:29.000,ファンサ/Fansa,,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03807,2020-10-24,BV1Tr4y1w7cR,1,01:02:45.000,01:03:15.000,碧玉簪·手心手背都是肉,,,呜米,几句,越剧,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03808,2020-10-24,BV1Tr4y1w7cR,1,01:04:58.000,01:08:11.000,青柠,,,"呜米,咩栗",完整,普通话,名场面，冰镇~fork；冰镇~淦,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03809,2020-10-24,BV1Tr4y1w7cR,1,01:10:22.000,01:13:23.000,勾指起誓,,,咩栗,完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03810,2020-10-24,BV1Tr4y1w7cR,1,01:18:10.000,01:19:08.500,人家拿小拳拳捶你胸口（好汉歌remix）,,,咩栗,一段,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03811,2020-10-24,BV1Tr4y1w7cR,1,01:22:29.500,01:25:32.000,勾指起誓,,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03812,2020-10-24,BV1Tr4y1w7cR,1,01:25:40.000,01:26:26.500,勾指起誓,,,咩栗,几句,英语,咩：kaleidoscopic这是什么词？,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03813,2020-10-24,BV1Tr4y1w7cR,1,01:26:48.500,01:31:05.500,カサネテク,千层套路,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03814,2020-10-24,BV1Tr4y1w7cR,1,01:33:39.000,01:35:37.500,ハレハレヤ,朗朗晴天,,咩栗,半首,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03815,2020-10-24,BV1Tr4y1w7cR,1,01:36:05.000,01:39:34.000,カタオモイ,单相思,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03816,2020-10-24,BV1Tr4y1w7cR,1,01:51:40.000,01:54:42.000,インドア系ならトラックメイカー,室内系的TrackMaker,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03817,2020-10-24,BV1Tr4y1w7cR,1,01:58:53.000,02:01:45.000,涙の物语,泪之物语,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03818,2020-10-24,BV1Tr4y1w7cR,2,01:07:16.000,01:13:18.000,たばこ,烟草,,咩栗,勉强完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03819,2020-10-27,BV1b54y1C7Nm,2,01:08:54.000,01:09:10.500,囍,,,咩栗,几句,日语,胆小勿入，背后阴森森,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03820,2020-10-27,BV1b54y1C7Nm,2,01:10:05.000,01:15:44.000,緋色月下、狂咲ノ絶,,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03821,2020-10-27,BV1b54y1C7Nm,2,01:19:03.000,01:23:33.000,チルノのパーフェクトさんすう教室,琪露诺的完美算术教室,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03822,2020-10-27,BV1b54y1C7Nm,2,01:25:20.000,01:30:40.000,六等星の夜,,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03823,2020-10-27,BV1b54y1C7Nm,2,01:31:10.000,01:33:49.000,Someday I'll Find My Way Home,,,咩栗,完整,英语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03824,2020-10-27,BV1b54y1C7Nm,2,02:54:00.000,02:57:19.000,鱼玄机,,,咩栗,完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03825,2020-10-29,BV1T54y1r7sP,1,01:45:26.000,01:49:25.000,你走,,,咩栗,勉强完整,普通话,,美洲野犬(UID:20524614),TRUE,温梦未醒(UID:1575399407),FALSE
U03826,2020-10-29,BV1T54y1r7sP,1,01:49:33.000,01:53:17.000,凉城,,,咩栗,勉强完整,普通话,,美洲野犬(UID:20524614),TRUE,温梦未醒(UID:1575399407),FALSE
U03827,2020-11-05,BV1Gf4y1q7GC,1,01:20:10.000,01:20:51.000,钢铁直男,,,咩栗,几句,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03828,2020-11-05,BV1Gf4y1q7GC,1,02:01:26.000,02:05:48.500,喜欢,,,咩栗,完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03829,2020-11-05,BV1Gf4y1q7GC,1,02:07:00.000,02:11:07.000,CRAWL,,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03830,2020-11-05,BV1Gf4y1q7GC,1,02:11:32.000,02:14:40.000,庭園にて,在庭院中,,咩栗,完整,日语,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03831,2020-11-06,BV1xf4y1q7Gw,1,00:11:27.000,00:15:27.000,コネクト/Connect,,,咩栗,勉强完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03832,2020-11-06,BV1xf4y1q7Gw,1,00:18:25.000,00:20:23.000,花の唄,花之歌,,咩栗,半首,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03833,2020-11-06,BV1xf4y1q7Gw,1,00:20:55.000,00:24:21.000,ルル,,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03834,2020-11-06,BV1xf4y1q7Gw,1,00:25:01.600,00:28:12.000,青柠,,,咩栗,完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03835,2020-11-06,BV1xf4y1q7Gw,1,00:30:28.000,00:32:31.000,人生如棋,,,咩栗,半首,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03836,2020-11-06,BV1xf4y1q7Gw,1,00:32:53.000,00:36:16.000,我的悲伤是水做的,,,咩栗,完整,普通话,羊的悲伤~是羊水做的,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03837,2020-11-06,BV1xf4y1q7Gw,1,00:36:21.500,00:38:08.000,蜗牛与黄鹂鸟,,,咩栗,完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03838,2020-11-06,BV1xf4y1q7Gw,1,00:38:25.000,00:40:13.200,荷塘月色,,,咩栗,一段,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03839,2020-11-06,BV1xf4y1q7Gw,1,00:40:30.000,00:42:36.000,千年等一回,,,咩栗,半首,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03840,2020-11-06,BV1xf4y1q7Gw,1,00:43:50.000,00:45:29.000,故梦,,,咩栗,半首,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03841,2020-11-06,BV1xf4y1q7Gw,1,00:45:56.000,00:50:31.000,离人,,,咩栗,勉强完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03842,2020-11-06,BV1xf4y1q7Gw,1,00:51:29.000,00:53:14.000,向天再借五百年,,,咩栗,半首,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03843,2020-11-06,BV1xf4y1q7Gw,1,00:53:50.000,00:56:27.000,红昭愿,,,咩栗,完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03844,2020-11-06,BV1xf4y1q7Gw,1,00:56:43.000,01:01:06.000,天使にふれたよ,相遇天使,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03845,2020-11-06,BV1xf4y1q7Gw,1,01:06:28.000,01:09:46.500,童话镇,,,咩栗,基本完整,普通话,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03846,2020-11-06,BV1xf4y1q7Gw,1,01:10:24.000,01:13:44.500,先生あのね,,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03847,2020-11-06,BV1xf4y1q7Gw,1,01:16:35.000,01:19:53.000,小夜子,,,咩栗,半首,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03848,2020-11-06,BV1xf4y1q7Gw,1,01:20:38.000,01:24:04.000,丸ノ内サディスティック,丸之内虐待狂,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03849,2020-11-06,BV1xf4y1q7Gw,1,01:25:20.000,01:31:46.000,美しきもの,美丽之物,,咩栗,完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03850,2020-11-06,BV1xf4y1q7Gw,1,01:32:11.000,01:32:30.500,だんご大家族,团子大家族,,咩栗,几句,日语,清唱,雀吗朋友(UID:11095),TRUE,咩咩的三叉戟(UID:320278333),FALSE
U03851,2020-11-06,BV1xf4y1q7Gw,1,01:32:47.000,01:33:21.700,Proud of You,,,咩栗,几句,英语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03852,2020-11-06,BV1xf4y1q7Gw,1,01:34:07.000,01:35:07.000,歌舞伎町の女王,,,咩栗,几句,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03853,2020-11-06,BV1xf4y1q7Gw,1,02:00:12.000,02:03:47.000,君は薔薇より美しい,你比玫瑰更美丽,,咩栗,完整,日语,好长的气~~~~~~~~~~~~~~~~,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03854,2020-11-06,BV1xf4y1q7Gw,1,02:09:45.000,02:10:39.000,きらきらセレナーデ,亮闪闪小夜曲,,咩栗,几句,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03855,2020-11-06,BV1xf4y1q7Gw,1,02:11:48.000,02:12:50.500,蜜月Un·Deux·Trois,,,咩栗,半首,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03856,2020-11-12,BV1CZ4y137Xc,2,00:13:15.000,00:16:16.100,届かない恋,无法传达的爱恋,,咩栗,基本完整,日语,,雀吗朋友(UID:11095),TRUE,温梦未醒(UID:1575399407),FALSE
U03857,2020-11-13,BV1MK411V7Vr,1,01:14:17.000,01:17:40.000,达拉崩吧,,,咩栗,勉强完整,普通话,,咩咩的三叉戟(UID:320278333),TRUE,温梦未醒(UID:1575399407),FALSE
U03858,2020-11-16,BV1pA411x77h,1,01:59:01.000,02:01:27.000,瞬き,闪烁,,咩栗,半首,日语,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03859,2020-11-18,BV1pA411x7MJ,1,00:58:10.000,01:00:21.000,找爸爸,,,咩栗,完整,普通话,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03860,2020-11-18,BV1pA411x7MJ,1,01:02:33.000,01:05:35.500,勾指起誓,,,咩栗,完整,普通话,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03861,2020-11-19,BV1iK4y1j7m4,1,02:01:33.000,02:05:02.000,ピカピカなのん,闪闪发光,,咩栗,完整,日语,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03862,2020-11-19,BV1iK4y1j7m4,1,02:05:53.000,02:09:49.500,からくりピエロ,活动小丑,,咩栗,完整,日语,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03863,2020-11-19,BV1iK4y1j7m4,1,02:10:23.000,02:11:21.000,蜗牛和黄鹂鸟,,,咩栗,半首,普通话,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03864,2020-11-19,BV1iK4y1j7m4,1,02:13:22.000,02:16:49.000,Nico,,,咩栗,完整,日语,,鼠标Office(UID:13315327),TRUE,枺芺(UID:545133496),FALSE
U03865,2020-11-21,BV1Ay4y1671Z,1,00:16:22.000,00:17:57.000,Only my railgun,,,咩栗,半首,日语,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03866,2020-11-21,BV1Ay4y1671Z,1,00:19:59.000,00:22:05.000,ハッピーシンセサイザー,快乐合成器,,咩栗,半首,日语,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03867,2020-11-21,BV1Ay4y1671Z,1,00:22:43.000,00:24:10.000,青鸟,,,咩栗,半首,日语,什么空？,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03868,2020-11-21,BV1Ay4y1671Z,1,00:25:24.000,00:29:13.000,Loser,,,咩栗,完整,日语,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03869,2020-11-21,BV1Ay4y1671Z,1,00:30:33.000,00:32:06.000,别看我只是一只羊,,,咩栗,半首,普通话,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03870,2020-11-21,BV1Ay4y1671Z,1,00:32:40.000,00:34:47.000,奇迹再现,,,咩栗,完整,普通话,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03871,2020-11-21,BV1Ay4y1671Z,1,00:36:54.000,00:39:29.500,梦的光点,,,咩栗,完整,普通话,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
U03872,2020-11-21,BV1Ay4y1671Z,1,00:39:50.000,00:43:05.000,Flamingo,火烈鸟,,咩栗,完整,日语,,鼠标Office(UID:13315327),TRUE,温梦未醒(UID:1575399407),FALSE
